ID,Advisor,Problem,Ranking,InstitutionID
37883,Qi Wang,A,Successful Participant,5674
37884,Aijiao Deng,B,Honorable Mention,87
37885,Supei Zheng,A,Honorable Mention,5661
37886,Peixing Li,A,Successful Participant,94
37887,Kedi Jing,A,Successful Participant,7
37888,Kaiming Wang,A,Successful Participant,5661
37889,Wei Feng,A,Successful Participant,31
37891,Fenjin Liu,B,Honorable Mention,5661
37892,Fenjin Liu,D,Successful Participant,5661
37893,Yujie Zhang,A,Successful Participant,3925
37894,Yanmei Hu,A,Successful Participant,5661
37895,YunLong Sun,B,Successful Participant,25
37896,Yanhui Li,B,Successful Participant,94
37897,Qing Guo,B,Successful Participant,539
37898,Zhuangchu Luo,D,Successful Participant,87
37899,Axia Wang,A,Successful Participant,5661
37900,Axia Wang,D,Finalist,5661
37901,Yuan Hongjun,A,Successful Participant,3360
37902,Limei Ren,D,Honorable Mention,5661
37903,Limei Ren,B,Successful Participant,5661
37904,Deng Liubao,A,Honorable Mention,3360
37905,Hunan Li,A,Successful Participant,109
37906,Yi Wang,B,Successful Participant,5661
37907,Chungen Xu,B,Successful Participant,5697
37908,FanQi Meng,B,Successful Participant,5698
37909,Qiao Yan,C,Meritorious,5661
37910,Tian Xiaolan,D,Honorable Mention,3360
37911,Guangdong Huang,D,Successful Participant,5701
37912,Qunhui Li,A,Successful Participant,5661
37913,Chungen Xu,A,Honorable Mention,5697
37914,Chungen Xu,C,Successful Participant,5697
37915,Min Su,B,Successful Participant,4591
37916,Xia Maosen,A,Successful Participant,3360
37917,Wenjie Wang,A,Successful Participant,5661
37918,Hao Yang,A,Successful Participant,5698
37919,Haiyan Sun,A,Successful Participant,31
37920,Chungen Xu,A,Successful Participant,5697
37921,Chungen Xu,B,Successful Participant,5697
37922,Zhengjun Zhang,B,Successful Participant,5697
37923,Qin Liu,A,Successful Participant,5698
37924,Zhengjun Zhang,B,Successful Participant,5697
37925,Zhibin Xiong,A,Successful Participant,109
37926,Zhengjun Zhang,B,Successful Participant,5697
37927,Jinhua Fan,B,Successful Participant,5697
37928,Yuelong Li,B,Successful Participant,2262
37929,Jinhua Fan,A,Successful Participant,5697
37930,Jinhua Fan,B,Successful Participant,5697
37931,Meng Xu,B,Successful Participant,5697
37932,Caigen Zhou,A,Honorable Mention,5698
37933,Meng Xu,A,Successful Participant,5697
37935,Xiuxiang Liu,A,Successful Participant,109
37936,Xiuxiang Liu,A,Meritorious,109
37937,Liwei Liu,D,Successful Participant,5697
37938,Liwei Liu,B,Successful Participant,5697
37939,Liwei Liu,A,Meritorious,5697
37940,Jun Zhang,B,Honorable Mention,5697
37941,YaJie Li,A,Successful Participant,4
37942,Aihua Gu,A,Meritorious,5698
37943,Jun Zhang,A,Honorable Mention,5697
37944,Xiangyun Zhang,A,Meritorious,249
37945,Jun Zhang,A,Successful Participant,5697
37946,Zhipeng Qiu,D,Honorable Mention,5697
37947,Zhipeng Qiu,B,Successful Participant,5697
37948,Zhipeng Qiu,D,Successful Participant,5697
37949,Linlin Shao,A,Successful Participant,137
37950,Bennian Dou,A,Honorable Mention,5697
37951,Bennian Dou,A,Meritorious,5697
37952,WenYa Xing,A,Honorable Mention,280
37953,Baocheng Li,A,Successful Participant,5697
37954,Zheng Lin,C,Successful Participant,3360
37955,Baocheng Li,B,Meritorious,5697
37956,Li Cui,A,Successful Participant,182
37957,Haishan Han,A,Successful Participant,5746
37958,Yuan Xu,A,Successful Participant,5697
37959,Yuan Xu,A,Successful Participant,5697
37960,Aijiao Deng,A,Successful Participant,87
37961,XUAN LIU,A,Successful Participant,4
37962,Min Kong,B,Honorable Mention,210
37963,Zhu Hailong,A,Successful Participant,3360
37964,Li Cui,B,Honorable Mention,182
37965,Zhang Kongsheng,D,Meritorious,3360
37966,yuehong Chen,B,Successful Participant,5755
37967,Yang Guiyuan,D,Successful Participant,3360
37968,Junping Du,B,Successful Participant,4
37969,Li Qingdong,A,Successful Participant,3360
37970,Lianzu Jiao,A,Successful Participant,109
37971,Li Fanqun,D,Honorable Mention,3360
37972,Wendong Shi,B,Honorable Mention,123
37973,Yi Du,D,Successful Participant,109
37974,Liuling Li,B,Honorable Mention,7
37975,Haiyan Sun,B,Successful Participant,31
37976,Haiyan Sun,A,Honorable Mention,31
37977,Liuyi Zhong,A,Successful Participant,87
37978,yun xue,D,Meritorious,109
37979,Zhu Jiaming,D,Honorable Mention,3360
37980,Chunguang Li,A,Successful Participant,4
37981,Xu Jian,A,Successful Participant,3360
37982,Fang Guobin,D,Meritorious,3360
37983,ShuQing GU,A,Successful Participant,4
37984,Zhiming Hu,A,Successful Participant,1424
37985,Zhuang Kejun,A,Meritorious,3360
37986,Jian Ma,A,Meritorious,31
37987,Lei Zhang,A,Honorable Mention,31
37988,Jianxin Zhu,A,Meritorious,232
37989,Yang Tan,B,Honorable Mention,109
37990,Mingsong Cheng,A,Successful Participant,1564
37991,Aijiao Deng,A,Honorable Mention,87
37992,Weijia Zhao,B,Honorable Mention,3344
37993,TszShun Chung,D,Successful Participant,5782
37994,WenYa Xing,A,Honorable Mention,280
37995,Yongan Tan,A,Honorable Mention,1336
37996,Ning Ma,D,Successful Participant,3043
37997,Li Cui,D,Honorable Mention,182
37998,Hong Xu,A,Successful Participant,3201
37999,Wei Zhang,A,Honorable Mention,4947
38000,fangying Chen,B,Honorable Mention,539
38001,Yuanming Hu,B,Successful Participant,87
38002,Bo Chen,A,Successful Participant,4652
38003,BoSheng Xu,B,Successful Participant,5792
38004,Anne M Dougherty,B,Meritorious,776
38005,Huigang Liu,A,Meritorious,5794
38006,Homer S White,C,Successful Participant,5795
38007,Ning Ma,A,Successful Participant,3043
38008,Jue Wang,A,Meritorious,5797
38009,Jue Wang,A,Honorable Mention,5797
38010,Shangguo Zhang,A,Meritorious,5799
38011,Yushan Jiang,A,Meritorious,5799
38012,Shangguo Zhang,B,Honorable Mention,5799
38013,Jianbo Liu,B,Honorable Mention,5799
38014,WeiDong Li,A,Successful Participant,5803
38015,Jianbo Zhang,B,Honorable Mention,5799
38016,Wei Wang,A,Successful Participant,31
38017,Jingmei Guo,A,Successful Participant,5799
38018,Chao Liu,A,Successful Participant,5799
38019,Rongning Qu,B,Successful Participant,214
38020,Zixuan Zhang,A,Honorable Mention,5799
38021,Xiaofang Li,B,Honorable Mention,214
38022,Rongning Qu,B,Honorable Mention,214
38023,Xiaofang Li,A,Honorable Mention,214
38024,Rongning Qu,A,Honorable Mention,214
38025,Yushan Jiang,B,Meritorious,5799
38026,Xiaofang Li,A,Honorable Mention,214
38027,Rongning Qu,A,Honorable Mention,214
38028,Xiaofang Li,A,Successful Participant,214
38029,Jianbo Liu,A,Successful Participant,5799
38030,Rongning Qu,A,Honorable Mention,214
38031,Xiaofang Li,A,Successful Participant,214
38032,Shaohui Zhang,D,Successful Participant,109
38034,Chao Liu,A,Successful Participant,5799
38035,Jingmei Guo,A,Honorable Mention,5799
38036,Jianbo Zhang,A,Honorable Mention,5799
38037,Taishan Zeng,A,Successful Participant,109
38038,Baodong Liu,A,Successful Participant,890
38039,Hunan LI,A,Successful Participant,109
38040,Zhiguang Liu,D,Honorable Mention,5230
38041,Jie Luo,D,Successful Participant,94
38042,Chen Zheng,A,Honorable Mention,5230
38043,Guoguang Yan,A,Honorable Mention,236
38044,Yang Guo,A,Successful Participant,5832
38045,Zhongming Ma,D,Successful Participant,236
38046,Yi Gui Sheng,D,Honorable Mention,5834
38047,Longcheng Liu,A,Successful Participant,394
38048,Yi Gui Sheng,D,Successful Participant,5834
38049,Hong Yin,A,Meritorious,123
38050,Yi Gui Sheng,D,Successful Participant,5834
38051,Liu Yulong,C,Honorable Mention,137
38052,Jiarong Shi,C,Honorable Mention,409
38053,Xin Gao,B,Honorable Mention,279
38054,Heng Liang,C,Honorable Mention,1424
38055,Yan Xu,A,Honorable Mention,31
38056,Weiqi Luo,D,Successful Participant,94
38057,Wei Cheng Dong,A,Successful Participant,5845
38058,Zhu Jing,B,Meritorious,654
38059,Zemin Zhou,D,Meritorious,123
38060,Lei Wang,A,Honorable Mention,279
38061,Maofa Gong,B,Successful Participant,292
38062,Peng Wang,A,Successful Participant,31
38063,Qirong Qiu,A,Successful Participant,279
38064,weishi jason zheng,A,Successful Participant,94
38065,Baodong LIU,D,Honorable Mention,1438
38066,Yanhui Guan,B,Honorable Mention,94
38067,Diping Zhang,B,Honorable Mention,5855
38068,Rongning Qu,D,Honorable Mention,214
38069,Yehui Huang,B,Honorable Mention,279
38070,Fengxia He,B,Honorable Mention,279
38071,Diping Zhang,A,Honorable Mention,5855
38072,Tao Wang,A,Honorable Mention,5230
38073,Yundong Gu,B,Successful Participant,279
38074,Yi Gui Sheng,B,Honorable Mention,5834
38075,Zhiquan Han,A,Successful Participant,5863
38076,Zhandong Xu,B,Successful Participant,338
38077,Jingjing Huang,D,Successful Participant,5865
38078,Yanhua Cao,A,Successful Participant,279
38079,Bo Wang,A,Successful Participant,5230
38080,jiao lian zu,A,Successful Participant,7
38081,Dehua Xu,A,Successful Participant,186
38082,Aiwen Wang,D,Successful Participant,5865
38083,Shuxiang Huang,D,Meritorious,1438
38084,Yuying Wang,A,Successful Participant,409
38085,Maofa Gong,A,Successful Participant,292
38086,Zuoqiang Shi,D,Finalist,1424
38087,Chenmei Xu,A,Meritorious,5230
38088,Junqing Chen,C,Honorable Mention,1424
38089,Zhihao Ge,A,Successful Participant,5230
38090,Yuanming Hu,A,Meritorious,4568
38091,Hongyan Zhang,B,Successful Participant,3248
38092,Weihua Huang,B,Honorable Mention,210
38093,Bingtuan Wang,B,Honorable Mention,3530
38094,shaohui zhang,A,Successful Participant,109
38095,Gongnong Li,D,Honorable Mention,4652
38097,Ziyang Mao,A,Honorable Mention,5430
38098,Xusheng Kang,D,Successful Participant,5885
38099,Bingtuan Wang,A,Successful Participant,3530
38100,Ziyang Mao,A,Honorable Mention,5430
38101,Ziyang Mao,A,Successful Participant,5430
38102,Bingtuan Wang,C,Successful Participant,3530
38103,Xiaoying Wang,A,Honorable Mention,279
38104,Ziyang Mao,A,Successful Participant,5430
38105,Bingtuan Wang,D,Honorable Mention,3530
38106,Ziyang Mao,A,Successful Participant,5430
38107,Xusheng Kang,D,Honorable Mention,5885
38108,Bingtuan Wang,A,Successful Participant,3530
38109,Ziyang Mao,A,Successful Participant,5430
38110,Xusheng Kang,D,Successful Participant,5885
38111,Bingtuan Wang,A,Successful Participant,3530
38112,Ziyang Mao,A,Honorable Mention,5430
38113,Ziyang Mao,D,Honorable Mention,5430
38114,Bingtuan Wang,D,Successful Participant,3530
38115,Ziyang Mao,B,Honorable Mention,5430
38116,Xusheng Kang,C,Successful Participant,5885
38117,Jianwei Niu,B,Successful Participant,122
38118,Ziyang Mao,B,Honorable Mention,5430
38119,Qin Yu,B,Honorable Mention,3530
38120,Ziyang Mao,C,Honorable Mention,5430
38121,Xusheng Kang,B,Honorable Mention,5885
38122,Qin Yu,D,Successful Participant,3530
38123,Ziyang Mao,C,Honorable Mention,5430
38124,Ziyang Mao,A,Successful Participant,5430
38125,Qin Yu,B,Successful Participant,3530
38127,Chen Liu,A,Successful Participant,428
38128,Xusheng Kang,A,Honorable Mention,5885
38129,Qin Yu,A,Successful Participant,3530
38130,Ziyang Mao,A,Honorable Mention,5430
38131,Ziyang Mao,A,Successful Participant,5430
38133,Ziyang Mao,D,Successful Participant,5430
38134,Bingtuan Wang,D,Successful Participant,3530
38135,Ziyang Mao,D,Successful Participant,5430
38136,Ziyang Mao,B,Honorable Mention,5430
38137,Bingtuan Wang,A,Successful Participant,3530
38138,Bingtuan Wang,B,Honorable Mention,3530
38139,Xiaotian Sun,B,Honorable Mention,539
38140,Zhengyang Mei,C,Honorable Mention,1931
38141,Yong Liu,A,Meritorious,409
38142,Liling Xie,A,Successful Participant,109
38143,Yanhua Cao,A,Meritorious,279
38144,Junfeng Lu,B,Honorable Mention,5929
38145,Yanhua Cao,B,Honorable Mention,279
38146,Yanhua Cao,D,Meritorious,279
38147,Xiaolong Jiang,D,Successful Participant,94
38148,Fengxia He,A,Honorable Mention,279
38149,shaohui Zhang,D,Successful Participant,1561
38150,Baodong Liu,D,Successful Participant,1438
38151,Fengxia He,B,Meritorious,279
38152,Fengxia He,A,Successful Participant,279
38153,Yehui Huang,A,Successful Participant,279
38154,Guoguang Wen,A,Successful Participant,3530
38155,Yehui Huang,A,Successful Participant,279
38156,Yehui Huang,B,Honorable Mention,279
38157,Guoguang Wen,A,Successful Participant,3530
38158,Lei Zheng,B,Successful Participant,31
38159,chongshuang chen,B,Successful Participant,12
38160,Qirong Qiu,A,Meritorious,279
38161,Bingtuan Wang,C,Honorable Mention,3530
38162,Qirong Qiu,A,Honorable Mention,279
38163,Bingtuan Wang,A,Successful Participant,3530
38164,Yuan Song,A,Honorable Mention,4
38165,Peixing LI,B,Successful Participant,3
38166,Bingtuan Wang,A,Successful Participant,3530
38167,Xiaoying Wang,A,Successful Participant,279
38168,Yong ZUO,C,Successful Participant,4
38169,Zhengyang Mei,C,Honorable Mention,1931
38170,Xusheng Kang,D,Meritorious,5885
38171,Fengxia He,A,Meritorious,279
38172,Haoyang Wu,A,Honorable Mention,5957
38173,Xusheng Kang,C,Honorable Mention,5885
38174,Guoxing Zhao,A,Honorable Mention,182
38175,Lei Wang,A,Successful Participant,279
38176,Lei Wang,C,Honorable Mention,279
38177,Lei Wang,A,Honorable Mention,279
38178,Jingtong Wang,D,Honorable Mention,5963
38179,Lei Wang,A,Successful Participant,279
38180,Yujie Cai,A,Successful Participant,5965
38181,Zhi Pan,A,Honorable Mention,279
38182,Chunmin Zhang,B,Successful Participant,539
38183,xiuling yao,A,Honorable Mention,1725
38184,Xiuyun Zheng,A,Successful Participant,409
38185,Deying Li,A,Honorable Mention,5965
38186,Xusheng Kang,A,Successful Participant,5885
38187,Yixin Ren,B,Successful Participant,5965
38188,Yanzong Zhang,A,Honorable Mention,1
38189,Mei Lu,A,Honorable Mention,1424
38190,Xiaoguo Zhang,D,Honorable Mention,5965
38191,Xusheng Kang,A,Meritorious,5885
38192,Xianpeng HU,A,Honorable Mention,2404
38193,JinBiao WU,A,Honorable Mention,137
38194,Xin Wang,A,Honorable Mention,2256
38195,jiaxing zhao,A,Successful Participant,5980
38196,Baodong LIU,D,Honorable Mention,1438
38197,Li Cui,D,Honorable Mention,182
38198,Jiang Chen,C,Honorable Mention,198
38199,Zuoqing Chen,B,Successful Participant,5984
38200,Yanhui Guan,B,Successful Participant,94
38201,Zhongwei Si,D,Honorable Mention,4
38202,Xiaonan Li,D,Successful Participant,1444
38203,Long Ma,A,Honorable Mention,114
38204,Zhuangchu Luo,A,Meritorious,87
38205,Liu Jia,D,Honorable Mention,3360
38206,Chongshuang Chen,B,Honorable Mention,5991
38207,Wu Libin,D,Honorable Mention,3360
38208,Long Ma,A,Honorable Mention,114
38209,Jiajun Zhang,A,Successful Participant,94
38210,Yu Jianlong,D,Honorable Mention,3360
38211,Long Ma,A,Successful Participant,114
38212,Yongzhen Zhu,C,Honorable Mention,5855
38213,Long Ma,A,Successful Participant,114
38214,Liangfu Lv,B,Successful Participant,2338
38215,Xu Feng,A,Successful Participant,3360
38216,Yang Zhihui,D,Meritorious,3360
38217,Wei-neng Chen,A,Successful Participant,3
38218,Liu Dezhi,C,Successful Participant,3360
38219,Aijiao Deng,A,Successful Participant,5375
38220,weishi jason zheng,A,Successful Participant,94
38221,Wei-neng Chen,A,Meritorious,3
38222,Tan Yang,A,Successful Participant,109
38223,Su Han,B,Successful Participant,3360
38224,Zuguo He,A,Honorable Mention,626
38225,Kan He,A,Successful Participant,5371
38226,Shou-heng TUO,A,Successful Participant,2889
38227,Sun Qi,D,Successful Participant,3360
38228,Zhiming Hu,B,Successful Participant,1424
38229,Jianli Cao,A,Successful Participant,5133
38230,Zhuang Kejun,C,Meritorious,3360
38231,Hang Li,B,Successful Participant,47
38232,Zhou Maojun,D,Meritorious,3360
38233,Dongxi Li,A,Successful Participant,5371
38234,Dongxi Li,C,Successful Participant,5371
38235,Zhu Jiaming,A,Successful Participant,3360
38236,Xiaofeng Liu,A,Successful Participant,5371
38237,Pan Zhi,A,Honorable Mention,279
38238,Hao Sun,A,Honorable Mention,50
38239,Xiaofeng Liu,A,Successful Participant,5371
38240,XU XIAOHUA,A,Honorable Mention,6025
38241,Lihua Zhao,A,Successful Participant,5371
38242,Pan Zhi,B,Successful Participant,279
38243,Yuying Li,A,Successful Participant,5371
38244,Hao Wu,B,Successful Participant,1424
38245,Pan Zhi,A,Successful Participant,279
38246,Yan Xu,A,Successful Participant,338
38247,Zhitao Wen,B,Honorable Mention,5371
38248,Pan Zhi,B,Successful Participant,279
38249,Gaofeng Sun,A,Successful Participant,5371
38250,Pan Zhi,B,Successful Participant,279
38251,Xiaoning Hao,D,Honorable Mention,5371
38253,Li Zhou,A,Honorable Mention,6037
38254,Xue Li,D,Successful Participant,198
38255,Mei Lu,A,Honorable Mention,1424
38256,Baodong Liu,C,Honorable Mention,1438
38257,Xiaoju Dong,A,Successful Participant,263
38258,Xiao Zhang,A,Successful Participant,94
38259,Zhaoping Hu,B,Successful Participant,3201
38260,Shilin Yang,A,Successful Participant,325
38261,Gang Hu,A,Honorable Mention,7
38262,Zhi Pan,B,Meritorious,279
38263,Zhenbo Wang,A,Meritorious,1424
38264,Aiwen Wang,C,Successful Participant,5865
38265,Aiwen Wang,A,Honorable Mention,5865
38266,Yuquan Ye,C,Successful Participant,6
38267,Jianjun Ye,A,Successful Participant,12
38268,Zhu Yanling,D,Meritorious,3360
38269,Chengzhang Wang,A,Honorable Mention,621
38270,Shaoping Wang,B,Successful Participant,31
38271,Wei-neng Chen,A,Honorable Mention,3
38272,Zhaoxia Liu,B,Successful Participant,539
38273,Gang Liu,A,Successful Participant,4
38274,Shaobin Li,A,Successful Participant,31
38275,Wei-neng Chen,B,Successful Participant,3
38276,Jiang Chen,C,Successful Participant,6060
38277,Yan Yunxia,D,Honorable Mention,3360
38278,Xue Li,C,Meritorious,198
38279,Liangfu Lv,D,Successful Participant,2338
38280,Daihai He,A,Meritorious,6064
38281,Baoquan Professor Ai,A,Successful Participant,109
38282,Zhi Liang,A,Successful Participant,6066
38283,Fang Dai,A,Honorable Mention,6067
38284,Junping Du,D,Honorable Mention,626
38285,Zongfei Fu,B,Successful Participant,123
38286,Fang Dai,B,Successful Participant,6067
38287,LIANCUN ZHENG,A,Successful Participant,654
38288,ShaoHui Zhang,B,Successful Participant,109
38289,Jiang Chen,D,Honorable Mention,198
38290,Fengqun Zhao,A,Successful Participant,6067
38291,yun xue,B,Successful Participant,109
38292,Fengqun Zhao,B,Successful Participant,6067
38293,Eva M Strawbridge,A,Successful Participant,6077
38294,Zhihong Luo,B,Successful Participant,94
38295,Xu Hui,D,Successful Participant,3360
38296,Qiuping Wang,D,Honorable Mention,6067
38297,Qiuping Wang,B,Successful Participant,6067
38298,Yanhui Li,A,Finalist,94
38299,yun xue,A,Successful Participant,109
38300,Wang Kai,C,Honorable Mention,3360
38301,Wenyan Guo,A,Meritorious,6067
38302,Haishan Han,A,Successful Participant,5746
38303,Zhu Lei,D,Honorable Mention,3360
38304,Haishan Han,B,Successful Participant,5746
38305,Liling Xie,A,Honorable Mention,109
38306,Haishan Han,A,Honorable Mention,5746
38307,Yang Penghui,D,Honorable Mention,3360
38308,Haishan Han,A,Honorable Mention,5746
38309,Youbing Xiong,A,Honorable Mention,2262
38310,Yi Wang,D,Successful Participant,125
38311,Haishan Han,A,Successful Participant,5746
38312,Na Zhao,D,Honorable Mention,7
38313,Yanhuai Lang,A,Honorable Mention,6
38314,YI FANG,A,Honorable Mention,47
38315,Hunan Li,A,Honorable Mention,109
38316,Xiao Zhang,A,Honorable Mention,31
38317,Jian zhong,C,Honorable Mention,2392
38318,Li Li,B,Successful Participant,3360
38319,Yuanming Hu,B,Successful Participant,87
38320,Junmin Zhang,D,Successful Participant,6104
38321,Chen Chun,A,Successful Participant,3360
38322,Enli Guo,A,Successful Participant,325
38323,Xiaoming Fan,A,Successful Participant,621
38324,yun xue,D,Successful Participant,109
38325,Baodong LIU,A,Successful Participant,6109
38326,Zhengyang Mei,A,Meritorious,1931
38327,Cai Xiaowei,A,Honorable Mention,3360
38328,XiaoHui Hu,B,Successful Participant,109
38329,Jialiang Lu,A,Honorable Mention,263
38330,Shilin Yang,A,Successful Participant,325
38331,Liu Xianbei,A,Successful Participant,3360
38332,Jinhua Chang,A,Successful Participant,236
38333,Jing Wang,A,Successful Participant,539
38334,Xiaohui Hu,C,Successful Participant,109
38335,Liu Dezhi,A,Meritorious,3360
38336,Wei-neng Chen,C,Honorable Mention,3
38337,Zheng yuan Zhu,A,Honorable Mention,539
38338,XiaoHui Hu,D,Successful Participant,109
38339,Li Chunzhong,A,Meritorious,3360
38340,Yuanming Hu,A,Meritorious,87
38341,Hui Hu,C,Successful Participant,198
38342,YU LIU,A,Meritorious,31
38343,Ci wen Xu,A,Successful Participant,539
38344,Yang Penghui,D,Honorable Mention,3360
38345,Lianzu Jiao,D,Successful Participant,109
38346,XiaoHui Hu,A,Honorable Mention,109
38347,Dan Hu,A,Honorable Mention,6131
38348,Longhua Mu,B,Successful Participant,82
38349,Qianhua Cai,D,Honorable Mention,109
38350,Li Bainian,D,Successful Participant,3360
38351,Qianhua Cai,A,Honorable Mention,109
38352,Ruan Sumei,A,Successful Participant,3360
38353,Baodong LIU,A,Successful Participant,1438
38354,Song Zaike,D,Honorable Mention,3360
38355,Wenjun Xu,C,Successful Participant,4
38356,YI DU,A,Honorable Mention,109
38357,Liu Jian,D,Honorable Mention,3360
38358,Liu Jian,C,Honorable Mention,3360
38359,Jian Qian,A,Honorable Mention,47
38360,Na Zhao,A,Honorable Mention,7
38361,St̩phane Mottelet,C,Successful Participant,6145
38362,Xiaoming Fan,A,Successful Participant,621
38363,Zhao Yufeng,B,Successful Participant,2040
38364,Xianfeng Wang,A,Meritorious,7
38365,Jian Deng,A,Meritorious,109
38366,Ping He,A,Meritorious,12
38367,Paul Eloe,A,Successful Participant,6151
38368,Lei Chen,D,Successful Participant,182
38369,Tan Yang,A,Successful Participant,109
38370,Mingda LI,B,Honorable Mention,214
38371,David Housman,A,Honorable Mention,6155
38372,Xuehui Cui,A,Successful Participant,3043
38373,HongJuan Zhang,B,Successful Participant,3201
38374,Pan Zhi,A,Honorable Mention,279
38375,Pan Zhi,A,Honorable Mention,279
38376,Pan Zhi,A,Meritorious,279
38377,Jiwei Liu,B,Successful Participant,654
38378,Daoping Wang,A,Honorable Mention,7
38379,Laihan Luo,A,Meritorious,6163
38380,James H Degnan,A,Meritorious,6164
38381,Xuehui Cui,D,Honorable Mention,3043
38382,Tan Yang,A,Meritorious,109
38383,Josephine S Hamer,A,Successful Participant,6167
38384,Kurt D Herzinger,B,Successful Participant,6168
38385,Robert W Vallin,B,Successful Participant,6169
38386,Christiaan Heij,A,Meritorious,6170
38387,Yipu Deng,A,Honorable Mention,6
38388,Mary D Shepherd,A,Honorable Mention,6172
38389,Zhong Tan,A,Successful Participant,394
38390,Yu Wang,C,Honorable Mention,1424
38391,Qinghui Zhang,A,Successful Participant,94
38392,qing zhou,D,Honorable Mention,4
38393,hao lin,B,Successful Participant,6177
38394,Chuanhua Wei,D,Honorable Mention,6178
38395,Jun Ye,A,Successful Participant,1424
38396,hao lin,B,Successful Participant,6177
38397,Zihao Liu,A,Successful Participant,137
38398,Zeng Jing,B,Honorable Mention,6177
38399,Zeng Jing,A,Successful Participant,6177
38400,WenZhang Zhang,D,Meritorious,6184
38401,Shaoting Tang,B,Successful Participant,31
38402,Gongnong Li,B,Successful Participant,4652
38403,Hunan Li,A,Honorable Mention,109
38404,Liu Su Bing,B,Successful Participant,6177
38405,Yikang Wang,B,Successful Participant,6189
38406,Haibing Guo,B,Successful Participant,6190
38407,Xionghua Wu,A,Honorable Mention,2262
38408,Xiao Shuiming,A,Successful Participant,6192
38409,jing zhu,B,Successful Participant,4550
38410,Zhengyang Mei,B,Meritorious,1931
38411,Xingming Shu,A,Meritorious,280
38412,Yikang Wang,B,Meritorious,6189
38413,Zuguo He,D,Honorable Mention,4
38414,Chuan Ding,D,Honorable Mention,25
38415,Wen Ye,B,Successful Participant,4
38416,Xiaoyan Xu,B,Honorable Mention,6189
38417,Wang Jing,A,Meritorious,6177
38418,Duokui Yan,A,Successful Participant,31
38419,Xiaoyan Xu,B,Successful Participant,6189
38420,Jian Yuan,B,Successful Participant,12
38421,Xiaobo Dong,A,Meritorious,6190
38422,Zi Yu,A,Meritorious,6189
38423,Zi Yu,A,Honorable Mention,6189
38424,Minzhi ZHAO,C,Honorable Mention,232
38425,Yong ZUO,D,Honorable Mention,4
38426,Xueyi Liu,A,Honorable Mention,6189
38427,Xueyi Liu,A,Meritorious,6189
38428,Jianping Ding,A,Meritorious,210
38429,Juntao Li,A,Meritorious,94
38430,Yang Wei,C,Successful Participant,6214
38431,Jinghua Yang,B,Honorable Mention,6189
38432,Haijun Pan,A,Meritorious,47
38433,Jinghua Yang,B,Honorable Mention,6189
38434,PENG GAO,B,Successful Participant,31
38435,Jinghua Yang,B,Successful Participant,6189
38436,Sansheng Wang,A,Meritorious,31
38437,Luo Qingyu,B,Successful Participant,6192
38438,Cheng Wang,A,Honorable Mention,6189
38439,Hongtao Zhao,D,Honorable Mention,279
38440,feng jiang,A,Successful Participant,236
38441,Jing Bin,B,Successful Participant,6177
38442,Cheng Wang,A,Meritorious,6189
38443,Cheng Wang,A,Successful Participant,6189
38444,Haibin Duan,B,Successful Participant,31
38445,Gao Chenyan,C,Honorable Mention,6214
38446,Zhonglin Chai,A,Honorable Mention,6189
38447,HUI ZOU,A,Successful Participant,6231
38448,Zhonglin Chai,A,Honorable Mention,6189
38449,jianguo Liu,A,Successful Participant,6233
38450,Xufeng Shang,A,Meritorious,6189
38451,Libing Fang,C,Successful Participant,210
38452,Xufeng Shang,A,Successful Participant,6189
38453,Chen Chun Mei,A,Successful Participant,6177
38454,Kai Wen Guo,B,Successful Participant,6238
38455,Chengye Zhao,A,Successful Participant,6189
38456,Chengye Zhao,A,Successful Participant,6189
38457,Liuyi Zhong,A,Successful Participant,87
38458,Junqing Chen,C,Honorable Mention,1424
38459,shijin zhang,A,Successful Participant,31
38460,Bo Wang,A,Successful Participant,5230
38461,Haibin Duan,B,Honorable Mention,31
38462,Zhihong Luo,A,Successful Participant,94
38463,WENJUN XU,C,Successful Participant,4
38464,Jianping Yang,A,Successful Participant,6231
38465,Peng Si Ping,A,Successful Participant,6177
38466,Yanhui Guan,A,Successful Participant,94
38467,Jianping Yang,B,Successful Participant,6231
38468,Jingheng Cai,A,Honorable Mention,94
38469,ShaoTing Tang,A,Honorable Mention,31
38470,Qu Na,A,Honorable Mention,6177
38471,Wang Zheng Yuan,A,Successful Participant,6177
38472,Guohui Li,A,Honorable Mention,6231
38473,Yuanchang Shi,A,Meritorious,6231
38474,Jing Hui Li,A,Honorable Mention,6177
38475,Yuanming Hu,D,Successful Participant,87
38476,Xiuxiang Liu,A,Honorable Mention,109
38477,liucang wu,C,Successful Participant,635
38478,Yun Jun Zhang,A,Successful Participant,137
38479,Yufeng Li,A,Meritorious,210
38480,Chen Tao,A,Successful Participant,6192
38481,Yun Jun Zhang,D,Honorable Mention,137
38482,Yun Jun Zhang,A,Successful Participant,137
38483,Bo Lin,A,Honorable Mention,47
38484,Liao Chuanrong,B,Honorable Mention,6192
38485,Zhujun Fan,B,Successful Participant,94
38486,Jianxin Zhu,A,Honorable Mention,232
38487,Xiao Shuiming,A,Honorable Mention,6192
38488,Xiao Zhang,A,Honorable Mention,31
38489,Yanhua Cao,A,Successful Participant,279
38490,Xinyong Zhang,A,Successful Participant,6274
38491,weijia xing,A,Honorable Mention,4
